Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Warren County, Indiana",2009,8573,41.3,3829,349,3480,48432,2.46350574713,0.0407092033127
"Warren County, Indiana",2012,8490,42.6,3680,434,3246,51504,2.61552680222,0.0511189634865
"Warren County, Indiana",2015,8367,44.1,3673,368,3305,56042,2.53161875946,0.0439823114617
"Warren County, Iowa",2009,44192,37.9,17183,774,16409,60609,2.69315619477,0.0175144822592
"Warren County, Iowa",2012,46239,38.5,18385,1120,17265,62778,2.67819287576,0.0242219771189
"Warren County, Iowa",2015,47542,38.4,18951,942,18009,64447,2.63990227109,0.0198140591477
"Warren County, Kentucky",2009,104494,32.8,44905,4062,40843,44060,2.5584310653,0.0388730453423
"Warren County, Kentucky",2012,113787,32.7,47392,3591,43801,43509,2.59781740143,0.0315589654354
"Warren County, Kentucky",2015,118950,32.8,49133,3746,45387,44911,2.62079450063,0.0314922236234
"Warren County, Mississippi",2009,48596,35.7,21466,2194,19272,38917,2.52158572022,0.0451477487859
"Warren County, Mississippi",2012,48419,37.9,21871,3169,18702,40876,2.58897444124,0.0654495136207
"Warren County, Mississippi",2015,48020,37.9,21872,3457,18415,41121,2.60765680152,0.0719908371512
"Warren County, Missouri",2009,30249,38.3,13839,2280,11559,49722,2.61692187906,0.0753743925419
"Warren County, Missouri",2012,32440,39.7,14696,2048,12648,47877,2.56483238457,0.0631319358816
"Warren County, Missouri",2015,33043,40.2,14893,2942,11951,51133,2.76487323237,0.089035499198
"Warren County, New Jersey",2009,109567,40.3,45268,2892,42376,69767,2.58559090051,0.0263948086559
"Warren County, New Jersey",2012,108488,41.4,45033,3395,41638,73056,2.60550458716,0.0312937836443
"Warren County, New Jersey",2015,107226,42.6,45266,3599,41667,70471,2.57340341277,0.0335646205211
"Warren County, New York",2009,65743,42.5,37467,10042,27425,50168,2.39719234275,0.152746299986
"Warren County, New York",2012,65700,44.2,38691,10176,28515,54909,2.30405049974,0.154885844749
"Warren County, New York",2015,65180,45.2,38928,12140,26788,56798,2.43317903539,0.186253451979
"Warren County, North Carolina",2009,19545,42.6,11391,3797,7594,27876,2.57374242823,0.194269634178
"Warren County, North Carolina",2012,20860,45.1,11786,4235,7551,34803,2.76254800689,0.203020134228
"Warren County, North Carolina",2015,20468,46.1,11750,3933,7817,34254,2.61839580402,0.192153605628
"Warren County, Ohio",2009,203129,36.8,75378,4432,70946,70939,2.8631494376,0.0218186472636
"Warren County, Ohio",2012,213146,37.5,80726,4851,75875,72055,2.80917298188,0.0227590477888
"Warren County, Ohio",2015,219916,38.7,82922,4563,78359,74379,2.80651871514,0.020748831372
"Warren County, Pennsylvania",2009,41025,44.4,23484,5755,17729,40160,2.31400530205,0.14028031688
"Warren County, Pennsylvania",2012,41613,45.1,23527,6074,17453,43108,2.38428923394,0.145964001634
"Warren County, Pennsylvania",2015,40962,46.2,23428,6315,17113,44020,2.39361888623,0.154167276988
"Warren County, Tennessee",2009,39915,38.3,17475,2489,14986,34261,2.66348592019,0.0623575097081
"Warren County, Tennessee",2012,39767,38.7,17784,2452,15332,34008,2.59372554135,0.061659164634
"Warren County, Tennessee",2015,40015,39.7,17825,2164,15661,35376,2.55507311155,0.054079720105
"Warren County, Virginia",2009,36087,38.6,15294,1656,13638,59630,2.6460624725,0.0458891013384
"Warren County, Virginia",2012,37567,39.8,15955,1606,14349,61693,2.61809185309,0.0427502861554
"Warren County, Virginia",2015,38481,40.4,16099,1735,14364,61454,2.67898913952,0.0450871858839
"Warrick County, Indiana",2009,57065,39.7,24066,1843,22223,60553,2.56783512577,0.0322965039867
"Warrick County, Indiana",2012,59643,39.5,24259,1853,22406,61948,2.66192091404,0.0310681890582
"Warrick County, Indiana",2015,60995,40.6,24727,1844,22883,62185,2.66551588515,0.0302319862284
"Wasatch County, Utah",2009,20318,31.6,9098,2474,6624,62030,3.06733091787,0.121763953145
"Wasatch County, Utah",2012,23661,31.9,10619,3247,7372,65012,3.20957677699,0.137230040996
"Wasatch County, Utah",2015,26661,33,11352,3257,8095,66486,3.29351451513,0.122163459735
"Wasco County, Oregon",2009,23732,42.8,10828,1546,9282,41307,2.55677655678,0.0651441092196
"Wasco County, Oregon",2012,25113,41.8,11430,1682,9748,43601,2.57622076323,0.0669772627723
"Wasco County, Oregon",2015,25492,41,11423,1719,9704,43422,2.62695795548,0.0674329201318
"Waseca County, Minnesota",2009,19241,38.6,7885,603,7282,49971,2.64226860753,0.0313393274778
"Waseca County, Minnesota",2012,19089,39.3,7909,542,7367,53433,2.59114972173,0.028393315522
"Waseca County, Minnesota",2015,19076,39,7895,570,7325,53564,2.60423208191,0.0298804780876
"Washakie County, Wyoming",2009,7791,42.5,3705,347,3358,47778,2.32013103038,0.044538570145
"Washakie County, Wyoming",2012,8425,41.6,3821,382,3439,44519,2.44984006979,0.0453412462908
"Washakie County, Wyoming",2015,8400,43.4,3819,307,3512,47652,2.39179954442,0.0365476190476
"Washburn County, Wisconsin",2009,16583,46.4,11792,4386,7406,41518,2.23913043478,0.264487728397
"Washburn County, Wisconsin",2012,15893,47.6,12779,5369,7410,40892,2.14480431849,0.337821682502
"Washburn County, Wisconsin",2015,15700,49.2,13022,5881,7141,42368,2.19857162862,0.374585987261
"Washington County, Alabama",2009,17212,39.2,8426,1792,6634,34738,2.59451311426,0.104113409249
"Washington County, Alabama",2012,17407,39.5,8407,1712,6695,42256,2.6,0.0983512380077
"Washington County, Alabama",2015,16997,40.9,8371,2238,6133,42811,2.7714006196,0.131670294758
"Washington County, Arkansas",2009,193353,30.9,81599,8078,73521,43317,2.62990166075,0.0417785087379
"Washington County, Arkansas",2012,204057,31.1,87458,9771,77687,41429,2.62665568242,0.0478836795601
"Washington County, Arkansas",2015,216432,31.2,89331,7609,81722,43524,2.6483933335,0.0351565387743
"Washington County, Colorado",2009,4647,44,2480,342,2138,38818,2.17352666043,0.0735958683021
"Washington County, Colorado",2012,4796,44.2,2418,345,2073,43925,2.31355523396,0.0719349457882
"Washington County, Colorado",2015,4795,44.4,2422,459,1963,45541,2.44268976057,0.095724713243
"Washington County, Florida",2009,22997,41.2,10145,1845,8300,35090,2.77072289157,0.0802278558073
"Washington County, Florida",2012,24732,40.8,10755,2166,8589,38536,2.87949703109,0.0875788452208
"Washington County, Florida",2015,24629,40.9,10700,2454,8246,38970,2.9867814698,0.0996386373787
"Washington County, Georgia",2009,20608,38.2,8618,1392,7226,31178,2.85192360919,0.0675465838509
"Washington County, Georgia",2012,21092,39.2,9020,1913,7107,31441,2.9677782468,0.0906978949365
"Washington County, Georgia",2015,20785,40,9040,1810,7230,37932,2.87482710927,0.0870820303103
"Washington County, Idaho",2009,10011,42.1,4355,329,4026,35897,2.48658718331,0.0328638497653
"Washington County, Idaho",2012,10144,44,4527,533,3994,36311,2.53980971457,0.0525433753943
"Washington County, Idaho",2015,10025,44.9,4537,725,3812,34775,2.62985309549,0.072319201995
"Washington County, Illinois",2009,14725,40.9,6723,482,6241,52527,2.35939753245,0.0327334465195
"Washington County, Illinois",2012,14692,42.4,6551,527,6024,54407,2.43891102258,0.0358698611489
"Washington County, Illinois",2015,14457,42.6,6575,798,5777,53202,2.50250995326,0.055198173895
"Washington County, Indiana",2009,27780,38.1,12038,1210,10828,38123,2.56557074252,0.0435565154788
"Washington County, Indiana",2012,28162,39,12211,1454,10757,41125,2.61801617551,0.0516298558341
"Washington County, Indiana",2015,27930,40.7,12188,1646,10542,41289,2.64940239044,0.058933046903
"Washington County, Iowa",2009,21152,40.9,8918,580,8338,50201,2.53681938115,0.0274205748865
"Washington County, Iowa",2012,21765,41.9,9479,553,8926,52636,2.43838225409,0.0254077647599
"Washington County, Iowa",2015,22017,41.5,9529,591,8938,56390,2.46330275229,0.0268428941273
"Washington County, Kansas",2009,5821,46.6,3205,525,2680,37184,2.17201492537,0.0901906888851
"Washington County, Kansas",2012,5806,46,2973,500,2473,42962,2.34775576223,0.0861178091629
"Washington County, Kansas",2015,5686,46.3,2956,514,2442,45159,2.32841932842,0.0903974674639
"Washington County, Kentucky",2009,11365,38.7,4721,604,4117,42995,2.76050522225,0.0531456225253
"Washington County, Kentucky",2012,11701,40.9,5033,492,4541,39748,2.57674521031,0.0420476882318
"Washington County, Kentucky",2015,11910,41.5,5077,582,4495,40976,2.64961067853,0.0488664987406
"Washington County, Maine",2009,32590,44.1,22884,8628,14256,34203,2.28605499439,0.264743786438
"Washington County, Maine",2012,32832,45.9,23019,8923,14096,36486,2.32917139614,0.271777534113
"Washington County, Maine",2015,32191,46.8,23013,8874,14139,38083,2.27675224556,0.275667111926
"Washington County, Maryland",2009,144158,38.6,60054,4530,55524,51962,2.59631870903,0.031423854382
"Washington County, Maryland",2012,147882,39.8,60841,5043,55798,54561,2.65031004696,0.0341015133688
"Washington County, Maryland",2015,149270,40.4,61111,5044,56067,56228,2.6623504022,0.0337911167683
"Washington County, Minnesota",2009,225551,37.2,88485,4032,84453,78714,2.67072809728,0.0178762231158
"Washington County, Minnesota",2012,238721,38.2,92674,4458,88216,80747,2.70609639975,0.0186745196275
"Washington County, Minnesota",2015,246670,38.9,94934,4002,90932,83706,2.71268640303,0.0162241050797
"Washington County, Mississippi",2009,55811,33.9,25147,3956,21191,27588,2.63371242509,0.070882084177
"Washington County, Mississippi",2012,51010,35.2,21861,3466,18395,27610,2.77303615113,0.0679474612821
"Washington County, Mississippi",2015,49499,36.2,21650,3457,18193,29144,2.72077172539,0.0698397947433
"Washington County, Missouri",2009,24230,37.6,10363,1748,8615,35510,2.81253627394,0.072141972761
"Washington County, Missouri",2012,25120,40.1,10953,1732,9221,34015,2.72421646242,0.068949044586
"Washington County, Missouri",2015,25048,40.1,10897,1915,8982,35305,2.78868848809,0.0764532098371
"Washington County, Nebraska",2009,19724,39.7,8075,768,7307,60870,2.69932941015,0.0389373352261
"Washington County, Nebraska",2012,20201,41,8292,696,7596,65803,2.65942601369,0.0344537399139
"Washington County, Nebraska",2015,20257,41.2,8372,338,8034,65370,2.5214090117,0.0166855901664
"Washington County, New York",2009,62486,40.9,28395,3995,24400,46886,2.56090163934,0.063934321288
"Washington County, New York",2012,63108,42.2,28802,4212,24590,50864,2.56640910939,0.0667427267541
"Washington County, New York",2015,62700,42.9,28994,4757,24237,51143,2.58695383092,0.0758692185008
"Washington County, North Carolina",2009,12979,42.8,6292,1356,4936,32845,2.62945705024,0.104476461977
"Washington County, North Carolina",2012,13085,43.6,6470,1374,5096,33718,2.56770015699,0.105005731754
"Washington County, North Carolina",2015,12668,45.1,6455,1239,5216,34538,2.4286809816,0.0978054941585
"Washington County, Ohio",2009,61461,41.3,28064,2898,25166,40727,2.44222363506,0.0471518523942
"Washington County, Ohio",2012,61751,42.7,28323,3348,24975,43829,2.47251251251,0.0542177454616
"Washington County, Ohio",2015,61351,43.6,28124,3060,25064,43509,2.44777369933,0.0498769376212
"Washington County, Oklahoma",2009,49793,40.7,22993,2259,20734,43779,2.40151442076,0.0453678227863
"Washington County, Oklahoma",2012,51112,41,23437,1995,21442,47959,2.38373286074,0.0390319298795
"Washington County, Oklahoma",2015,51760,40.5,23616,2615,21001,50023,2.46464454074,0.0505216383308
"Washington County, Oregon",2009,518002,34.5,203503,12113,191390,62218,2.70652594179,0.0233840795981
"Washington County, Oregon",2012,531818,35.4,212386,12226,200160,64375,2.65696442846,0.0229890676886
"Washington County, Oregon",2015,556210,36.1,217085,10659,206426,66754,2.69447647099,0.0191636252495
"Washington County, Pennsylvania",2009,206037,42.7,92165,8557,83608,49354,2.46432159602,0.0415313754326
"Washington County, Pennsylvania",2012,207916,43.5,92991,8868,84123,53326,2.47157138951,0.0426518401662
"Washington County, Pennsylvania",2015,208226,44.2,93643,9904,83739,56450,2.48660719617,0.0475637048207
"Washington County, Rhode Island",2009,127064,41.4,60831,11892,48939,69828,2.59637507918,0.0935906314928
"Washington County, Rhode Island",2012,126692,41.9,62206,12858,49348,72391,2.56731782443,0.10149022827
"Washington County, Rhode Island",2015,126405,43.3,62722,13158,49564,72807,2.55033895569,0.104093983624
"Washington County, Tennessee",2009,116750,38.6,52815,6139,46676,41107,2.50128545719,0.0525824411135
"Washington County, Tennessee",2012,122840,39.6,57143,5883,51260,42995,2.3964104565,0.0478915662651
"Washington County, Tennessee",2015,125317,39.8,58443,5805,52638,42817,2.38073255063,0.0463225260739
"Washington County, Texas",2009,32152,38.8,14101,1879,12222,43791,2.63066601211,0.058441154516
"Washington County, Texas",2012,33628,41.1,15451,3172,12279,44162,2.73865949996,0.0943261567741
"Washington County, Texas",2015,34236,42,15667,3715,11952,51269,2.86445783133,0.108511508354
"Washington County, Utah",2009,130258,31.8,53856,9547,44309,48728,2.93976393058,0.0732930031169
"Washington County, Utah",2012,139484,32.5,57996,11470,46526,49145,2.9979796243,0.0822316538098
"Washington County, Utah",2015,148244,34.6,61026,12106,48920,50774,3.03033524121,0.0816626642562
"Washington County, Vermont",2009,58788,41.2,29155,4880,24275,54227,2.4217507724,0.0830101381234
"Washington County, Vermont",2012,59462,42.5,29905,5199,24706,57276,2.40678377722,0.0874339914567
"Washington County, Vermont",2015,59132,43.2,30076,5564,24512,58788,2.4123694517,0.094094568085
"Washington County, Virginia",2009,52547,42.3,25028,2551,22477,40431,2.33781198559,0.0485470150532
"Washington County, Virginia",2012,54691,43.2,25574,2661,22913,42844,2.38689826736,0.0486551717833
"Washington County, Virginia",2015,54759,44.7,25704,3031,22673,43310,2.41516341022,0.0553516316952
"Washington County, Wisconsin",2009,128046,39.6,53035,2319,50716,64694,2.52476536004,0.0181106789747
"Washington County, Wisconsin",2012,131840,40.9,54703,2822,51881,66485,2.54120005397,0.0214047330097
"Washington County, Wisconsin",2015,132921,42.1,55303,2406,52897,69237,2.51282681438,0.0181009772722
"Washington Parish, Louisiana",2009,44844,37,20335,3211,17124,30340,2.61878065872,0.0716037819998
"Washington Parish, Louisiana",2012,47025,38.8,21031,3611,17420,30490,2.69948335247,0.0767889420521
"Washington Parish, Louisiana",2015,46556,39.2,21232,3628,17604,30705,2.64462622131,0.0779276570152
"Washita County, Oklahoma",2009,11573,40,5546,1071,4475,41294,2.5861452514,0.0925429879893
"Washita County, Oklahoma",2012,11616,39.3,5469,894,4575,45417,2.53901639344,0.0769628099174
"Washita County, Oklahoma",2015,11649,38.8,5469,829,4640,49632,2.51056034483,0.071164906859
"Washoe County, Nevada",2009,404495,36.1,176075,19648,156427,55525,2.58583876185,0.0485741480117
"Washoe County, Nevada",2012,422010,37,184432,22540,161892,53994,2.60673782522,0.05341105661
"Washoe County, Nevada",2015,435019,37.6,186481,20136,166345,52870,2.61516126123,0.0462876334137
"Washtenaw County, Michigan",2009,346007,32.5,146606,12681,133925,58807,2.58358782901,0.0366495475525
"Washtenaw County, Michigan",2012,346010,33.1,147576,12693,134883,59063,2.5652602626,0.0366839108696
"Washtenaw County, Michigan",2015,354092,33.4,149098,11031,138067,61003,2.5646389072,0.0311529207099
"Watauga County, North Carolina",2009,44636,27.8,27025,8528,18497,33801,2.41314807807,0.191056546286
"Watauga County, North Carolina",2012,51103,28.1,31907,10930,20977,34848,2.43614434857,0.213881768194
"Watauga County, North Carolina",2015,52240,29.5,32737,12741,19996,37656,2.6125225045,0.243893568147
"Watonwan County, Minnesota",2009,11019,42,5144,647,4497,43535,2.45030020013,0.0587167619566
"Watonwan County, Minnesota",2012,11177,40.4,5043,580,4463,49210,2.50436925835,0.0518922787868
"Watonwan County, Minnesota",2015,11054,39.6,5033,583,4450,50604,2.48404494382,0.0527410891985
"Waukesha County, Wisconsin",2009,378848,41.1,155433,7185,148248,74466,2.55550159193,0.0189653898133
"Waukesha County, Wisconsin",2012,389740,42.2,160639,7644,152995,75689,2.54740350992,0.0196130753836
"Waukesha County, Wisconsin",2015,393873,42.8,162095,7104,154991,76545,2.54126368628,0.0180362705745
"Waupaca County, Wisconsin",2009,51914,42.3,24506,3251,21255,47374,2.44243707363,0.0626227992449
"Waupaca County, Wisconsin",2012,52377,43.4,25343,3956,21387,49777,2.4490110815,0.0755293353953
"Waupaca County, Wisconsin",2015,52125,44.4,25478,3946,21532,51994,2.42081553037,0.0757026378897
"Waushara County, Wisconsin",2009,24660,43.8,14943,4563,10380,43137,2.37572254335,0.18503649635
"Waushara County, Wisconsin",2012,24565,46.3,14849,4886,9963,43582,2.46562280438,0.198900875229
"Waushara County, Wisconsin",2015,24321,47.9,14898,5209,9689,45166,2.51016616782,0.214177048641
"Wayne County, Georgia",2009,28954,36.3,11137,1566,9571,38457,3.02518023195,0.0540857912551
"Wayne County, Georgia",2012,30157,37.6,12130,2010,10120,36496,2.97994071146,0.0666511920947
"Wayne County, Georgia",2015,30046,37.3,12125,2059,10066,38955,2.98489966223,0.0685282566731
"Wayne County, Illinois",2009,16505,42.4,8257,799,7458,37128,2.21305980156,0.0484095728567
"Wayne County, Illinois",2012,16727,42.6,7975,849,7126,41446,2.34731967443,0.0507562623304
"Wayne County, Illinois",2015,16555,42.4,7905,862,7043,44993,2.35056084055,0.0520688613712
"Wayne County, Indiana",2009,68151,40.1,31119,3420,27699,40956,2.46041373335,0.0501826825725
"Wayne County, Indiana",2012,68797,40.5,31283,3081,28202,39131,2.43943691937,0.0447839295318
"Wayne County, Indiana",2015,67866,40.9,31215,4047,27168,38494,2.49801236749,0.0596322164265
"Wayne County, Iowa",2009,6329,45.2,3388,450,2938,35332,2.15418652144,0.071101279823
"Wayne County, Iowa",2012,6372,45.4,3204,553,2651,38447,2.40362127499,0.0867859384809
"Wayne County, Iowa",2015,6384,44.5,3196,600,2596,43358,2.45916795069,0.093984962406
"Wayne County, Kentucky",2009,20575,39,10028,1955,8073,26513,2.54861885297,0.0950182260024
"Wayne County, Kentucky",2012,20819,40.9,10877,2581,8296,27646,2.50952266152,0.123973293626
"Wayne County, Kentucky",2015,20655,42,10860,2943,7917,28573,2.60894278136,0.142483660131
"Wayne County, Michigan",2009,1977997,36.2,837785,128486,709299,42232,2.78866458292,0.0649576313816
"Wayne County, Michigan",2012,1822469,37.2,821990,147727,674263,41504,2.70290524617,0.0810587175968
"Wayne County, Michigan",2015,1778969,37.8,817593,150318,667275,41210,2.66602075606,0.084497256557
"Wayne County, Mississippi",2009,20892,36,9474,815,8659,30375,2.41274974015,0.0390101474249
"Wayne County, Mississippi",2012,20754,37.5,9234,938,8296,30783,2.50168756027,0.0451961067746
"Wayne County, Mississippi",2015,20564,36.7,9210,1580,7630,32557,2.69515072084,0.0768333009142
"Wayne County, Missouri",2009,12593,44.9,7870,2275,5595,28315,2.25075960679,0.180655919956
"Wayne County, Missouri",2012,13444,45.9,8060,2400,5660,30427,2.37526501767,0.178518298126
"Wayne County, Missouri",2015,13397,46.7,8001,2548,5453,33750,2.45681276362,0.190191833993
"Wayne County, Nebraska",2009,9334,24.9,3744,466,3278,43956,2.84746796827,0.0499250053568
"Wayne County, Nebraska",2012,9542,29.4,3773,455,3318,46612,2.87582881254,0.0476839237057
"Wayne County, Nebraska",2015,9425,30.1,3811,311,3500,54159,2.69285714286,0.0329973474801
"Wayne County, New York",2009,91658,40.6,40126,4078,36048,52351,2.54266533511,0.0444914791944
"Wayne County, New York",2012,93476,41.8,40976,4330,36646,53497,2.5507831687,0.0463220505798
"Wayne County, New York",2015,92416,43.1,41386,4910,36476,50798,2.53361114157,0.0531293282548
"Wayne County, North Carolina",2009,113290,36,50958,6107,44851,40325,2.52591915453,0.053905905199
"Wayne County, North Carolina",2012,122419,36.7,52870,5388,47482,41233,2.57821911461,0.0440127757946
"Wayne County, North Carolina",2015,124355,36.7,53141,5611,47530,40390,2.61634756996,0.045120823449
"Wayne County, Ohio",2009,113828,37.6,45707,2882,42825,48474,2.65798015178,0.0253189022033
"Wayne County, Ohio",2012,114644,38.4,45826,3472,42354,49241,2.70680455211,0.0302850563483
"Wayne County, Ohio",2015,115371,38.8,45939,3029,42910,50383,2.68867396877,0.0262544313562
"Wayne County, Pennsylvania",2009,51233,43.8,32866,12256,20610,44194,2.48583212033,0.239220814709
"Wayne County, Pennsylvania",2012,52299,45.6,31741,12525,19216,50153,2.72163821815,0.239488326737
"Wayne County, Pennsylvania",2015,51642,46.5,31847,12541,19306,49919,2.67491971408,0.242844971148
"Wayne County, Tennessee",2009,16592,39.6,7109,1287,5822,31697,2.8498797664,0.0775675024108
"Wayne County, Tennessee",2012,17015,41.7,7273,1217,6056,35377,2.80961030383,0.0715251248898
"Wayne County, Tennessee",2015,16897,42.2,7251,1284,5967,30701,2.83174124351,0.0759898206782
"Wayne County, Utah",2009,2502,40.8,1451,499,952,45040,2.6281512605,0.199440447642
"Wayne County, Utah",2012,2756,36.9,1586,599,987,44821,2.79229989868,0.217343976778
"Wayne County, Utah",2015,2722,40.3,1613,641,972,40645,2.80041152263,0.235488611315
"Wayne County, West Virginia",2009,41496,39.9,19646,2680,16966,34814,2.44583284215,0.0645845382687
"Wayne County, West Virginia",2012,42273,41.7,19267,2484,16783,36575,2.51879878448,0.0587609112199
"Wayne County, West Virginia",2015,41499,42.5,19245,2554,16691,36318,2.48630998742,0.0615436516543
"Waynesboro city, Virginia",2009,21699,39.5,9475,746,8729,40809,2.48585175851,0.0343794644915
"Waynesboro city, Virginia",2012,21030,38.2,9710,976,8734,43884,2.40783146325,0.0464098906324
"Waynesboro city, Virginia",2015,21150,38.5,9868,837,9031,45643,2.34193334072,0.0395744680851
"Weakley County, Tennessee",2009,33389,37.9,15741,1881,13860,33506,2.40901875902,0.0563359190152
"Weakley County, Tennessee",2012,34802,36.8,15486,1584,13902,35509,2.50338080852,0.0455146255962
"Weakley County, Tennessee",2015,34415,36.9,15517,1839,13678,37037,2.51608422284,0.0534360017434
"Webb County, Texas",2009,231035,26.5,68742,6190,62552,35964,3.6934870188,0.0267924773303
"Webb County, Texas",2012,250320,27.8,73548,6545,67003,38421,3.73595212155,0.0261465324385
"Webb County, Texas",2015,263251,28.3,76731,7063,69668,38862,3.77865016937,0.0268299075787
"Weber County, Utah",2009,221981,30.5,81297,6276,75021,53471,2.95891816958,0.028272690005
"Weber County, Utah",2012,230940,30.9,86038,6437,79601,54923,2.90121983392,0.0278730406166
"Weber County, Utah",2015,238682,31.8,87515,7378,80137,56581,2.97842444813,0.0309114218919
"Webster County, Georgia",2009,2203,40.1,1144,259,885,25030,2.48926553672,0.117566954153
"Webster County, Georgia",2012,2773,45.6,1516,293,1223,29926,2.26737530662,0.10566173819
"Webster County, Georgia",2015,2720,41,1392,330,1062,37063,2.56120527307,0.121323529412
"Webster County, Iowa",2009,38458,38.6,17273,1250,16023,40772,2.4001747488,0.0325029902751
"Webster County, Iowa",2012,37895,40,17039,1231,15808,41751,2.39720394737,0.0324844966354
"Webster County, Iowa",2015,37295,39.7,17006,1851,15155,42408,2.46090399208,0.049631317871
"Webster County, Kentucky",2009,13829,40.2,6490,990,5500,37519,2.51436363636,0.0715886904331
"Webster County, Kentucky",2012,13618,39.7,5963,968,4995,41138,2.72632632633,0.0710823909532
"Webster County, Kentucky",2015,13357,39.7,5934,805,5129,38917,2.60421134724,0.0602680242569
"Webster County, Mississippi",2009,9834,39.7,4557,839,3718,31533,2.6449704142,0.0853162497458
"Webster County, Mississippi",2012,10162,40.5,4804,772,4032,35391,2.52033730159,0.0759692973824
"Webster County, Mississippi",2015,9999,41.1,4806,762,4044,34448,2.47255192878,0.0762076207621
"Webster County, Missouri",2009,35635,36,13284,1020,12264,39478,2.90565883888,0.0286235442683
"Webster County, Missouri",2012,36183,37.6,14359,1537,12822,42384,2.82194665419,0.0424785120084
"Webster County, Missouri",2015,36690,38.1,14468,1583,12885,44451,2.84749708964,0.0431452711911
"Webster County, Nebraska",2009,3555,48.4,1632,353,1279,37386,2.77951524629,0.0992967651195
"Webster County, Nebraska",2012,3773,47.5,1925,361,1564,39722,2.41240409207,0.0956798303737
"Webster County, Nebraska",2015,3697,47.5,1909,357,1552,40256,2.38208762887,0.0965647822559
"Webster County, West Virginia",2009,9510,43.3,5475,1259,4216,28691,2.25569259962,0.132386961094
"Webster County, West Virginia",2012,9158,44.7,5442,1327,4115,25634,2.2255164034,0.144900633326
"Webster County, West Virginia",2015,8927,46.3,5412,1525,3887,29086,2.29662979161,0.170830066092
"Webster Parish, Louisiana",2009,40719,39.5,20020,3066,16954,35145,2.40173410405,0.0752965446106
"Webster Parish, Louisiana",2012,41156,40.4,19366,2999,16367,35896,2.51457200464,0.0728690834872
"Webster Parish, Louisiana",2015,40617,40.9,19421,3656,15765,33681,2.57640342531,0.0900115715095
"Weld County, Colorado",2009,241221,32,91616,8329,83287,55795,2.89626232185,0.0345285029081
"Weld County, Colorado",2012,253552,33.2,96351,6798,89553,56589,2.83130660056,0.026811068341
"Weld County, Colorado",2015,270948,33.9,99226,4932,94294,60572,2.87343839481,0.0182027547721
"Wells County, Indiana",2009,27720,39.8,11674,811,10863,47161,2.55178127589,0.0292568542569
"Wells County, Indiana",2012,27677,40.3,11681,874,10807,49841,2.5610252614,0.0315785670412
"Wells County, Indiana",2015,27796,41.2,11684,853,10831,51101,2.56633736497,0.0306878687581
"Wells County, North Dakota",2009,4251,48.9,2610,472,2138,38209,1.98830682881,0.111032698189
"Wells County, North Dakota",2012,4228,51.4,2472,489,1983,41982,2.13212304589,0.115657521287
"Wells County, North Dakota",2015,4204,51,2508,500,2008,48098,2.09362549801,0.11893434824
"West Baton Rouge Parish, Louisiana",2009,22323,35.2,9443,745,8698,46485,2.56645205794,0.033373650495
"West Baton Rouge Parish, Louisiana",2012,23748,35.8,9372,672,8700,50788,2.72965517241,0.0282971197575
"West Baton Rouge Parish, Louisiana",2015,24669,35.4,9873,694,9179,53703,2.68754766314,0.0281324739552
"West Carroll Parish, Louisiana",2009,11520,39.7,5236,1027,4209,34649,2.73699215966,0.0891493055556
"West Carroll Parish, Louisiana",2012,11587,40.1,5067,888,4179,33665,2.77267288825,0.0766376111159
"West Carroll Parish, Louisiana",2015,11454,39.7,5065,769,4296,31926,2.66620111732,0.0671381176881
"West Feliciana Parish, Louisiana",2009,15134,39.8,5047,750,4297,43348,3.5219920875,0.0495572882252
"West Feliciana Parish, Louisiana",2012,15575,42.2,5106,1115,3991,58212,3.90253069406,0.0715890850722
"West Feliciana Parish, Louisiana",2015,15415,40.4,5214,1303,3911,56685,3.9414472002,0.0845280570873
"Westchester County, New York",2009,949050,39.4,360130,21603,338527,79585,2.80346914722,0.0227627627628
"Westchester County, New York",2012,950227,40.1,370133,25258,344875,81093,2.75527944908,0.026581016957
"Westchester County, New York",2015,967315,40.3,370032,28166,341866,83958,2.82951507316,0.0291177124308
"Westmoreland County, Pennsylvania",2009,363222,44,166338,14402,151936,46760,2.390625,0.0396506819521
"Westmoreland County, Pennsylvania",2012,364877,45.1,168159,15095,153064,49734,2.38381984007,0.0413701055424
"Westmoreland County, Pennsylvania",2015,361251,46.1,168250,17077,151173,52247,2.38965291421,0.047271841462
"Westmoreland County, Virginia",2009,17303,45,10519,3162,7357,50151,2.35190974582,0.182742876958
"Westmoreland County, Virginia",2012,17468,46.5,10625,3548,7077,48672,2.46827751872,0.203114266087
"Westmoreland County, Virginia",2015,17557,46.6,10752,3808,6944,47911,2.52836981567,0.216893546733
"Weston County, Wyoming",2009,6765,43.6,3342,425,2917,53267,2.31916352417,0.0628233555063
"Weston County, Wyoming",2012,7152,41.7,3522,564,2958,53802,2.41784989858,0.0788590604027
"Weston County, Wyoming",2015,7152,42.1,3506,520,2986,57738,2.39517749498,0.072706935123
"Wetzel County, West Virginia",2009,16507,43.4,8417,1346,7071,36021,2.33446471503,0.0815411643545
"Wetzel County, West Virginia",2012,16526,44.9,8186,1206,6980,37897,2.3676217765,0.0729759167373
