pt3ISO,TradeValue,rt3ISO,period
TKM,3253,AUT,2005
TTO,945,BRB,2005
TUN,1258,BEL,2005
TUR,364800,BEL,2005
TUR,10987730,BEL,2005
TUR,313402,BIH,2005
TUR,12612,BGR,2005
TUR,213,BGR,2005
TTO,333176,CAN,2005
TUN,1127,CAN,2005
TUN,26883,CAN,2005
TUR,1882,CAN,2005
TUR,1318514,CAN,2005
TCA,10088,CAN,2005
TUN,1200,CHN,2005
TUN,317158,CHN,2005
TUR,5902479,CHN,2005
TTO,12000,COL,2005
TUN,808,HRV,2005
TUN,426,CZE,2005
TUN,4534,CZE,2005
TUR,4431,CZE,2005
TUR,255000,CZE,2005
TUR,47988,DNK,2005
TUR,20868,FIN,2005
TUN,17420,FRA,2005
TUN,3558533,FRA,2005
TUR,11198,FRA,2005
TUR,847329,FRA,2005
TUR,6291,GEO,2005
TTO,5000,DEU,2005
TTO,1000,DEU,2005
TUN,4000,DEU,2005
TUN,683000,DEU,2005
TUR,137000,DEU,2005
TUR,16076000,DEU,2005
TKM,4000,DEU,2005
TKM,57000,DEU,2005
TUR,10874,GHA,2005
TUR,1219,GRC,2005
TTO,2418,HKG,2005
TUN,397123,HKG,2005
TUR,3990,HKG,2005
TUR,2071632,HKG,2005
TUN,44000,HUN,2005
TUR,5000,HUN,2005
TUR,1408000,HUN,2005
TTO,266439,IRL,2005
TUN,3573,IRL,2005
TUN,152078,IRL,2005
TUR,3504154,IRL,2005
TKM,2388,IRL,2005
TUR,2000,ISR,2005
TUN,68608,ITA,2005
TUR,38734,ITA,2005
TUR,1534993,ITA,2005
TTO,2573,JPN,2005
TUR,46422,JPN,2005
TUR,196756,KAZ,2005
TUR,282,JOR,2005
TUN,299935,KOR,2005
TUR,1728558,KOR,2005
TUR,39157684,KOR,2005
TKM,53373,KOR,2005
TUR,19,KGZ,2005
TUN,6051,LUX,2005
TUR,8277,LUX,2005
TUR,6564,MYS,2005
TUR,7288096,MYS,2005
TUR,274,MLT,2005
TUN,15468,MEX,2005
TUR,579642,MEX,2005
TCA,88,MEX,2005
TUN,124301,,2005
TUR,31,,2005
TUR,858485,,2005
TUR,297,MDA,2005
TUR,4851,MAR,2005
TTO,1243,NLD,2005
TTO,22386,NLD,2005
TUN,12432,NLD,2005
TUN,1151636,NLD,2005
TUR,2217815,NLD,2005
TUR,84183858,NLD,2005
TKM,2486,NLD,2005
TKM,8706,NLD,2005
TUN,1029,NCL,2005
TTO,3099,NOR,2005
TUR,93765,PAK,2005
TTO,85062,PRY,2005
TUR,3570,PRT,2005
TUR,20502,ROU,2005
TUR,1668542,ROU,2005
TTO,120,RUS,2005
TKM,3750,RUS,2005
TUN,55662,IND,2005
TUR,2437,IND,2005
TUN,375856,SGP,2005
TUR,23658,SGP,2005
TUR,672981,SGP,2005
TKM,55049,SVN,2005
TKM,3468,ZAF,2005
TUN,96554,ESP,2005
TUR,2590,ESP,2005
TUR,25616,ESP,2005
TUR,21302,SWE,2005
TTO,866,CHE,2005
TUN,33348,CHE,2005
TUR,5196,CHE,2005
TUR,7193,CHE,2005
TKM,216,CHE,2005
TUR,8961863,THA,2005
TUN,22869,ARE,2005
TUR,253905,ARE,2005
TKM,47468,ARE,2005
TKM,16166,TUR,2005
TUR,345,UGA,2005
TUR,89,MKD,2005
TTO,4096,GBR,2005
TUN,42985,GBR,2005
TUN,150168,GBR,2005
TUR,76126,GBR,2005
TUR,4370711,GBR,2005
TKM,1883,GBR,2005
TTO,1559733,USA,2005
TUN,9852,USA,2005
TUR,13629,USA,2005
TUR,5187828,USA,2005
TCA,134867,USA,2005
TUR,2972,ZMB,2005
TTO,9775,BRB,2010
TTO,4000,BRB,2010
TUR,11968,LBY,2010
TUN,445,MAR,2010
TUN,23295,MAR,2010
TUN,331510,PHL,2010
TUR,15589,PHL,2010
TKM,142,UKR,2010
TTO,4897,BRB,2015
TTO,2329,BRB,2015
TUN,3757826,PHL,2015
TUR,2810622,PHL,2015
TUN,255,IDN,2005
TUR,38,IDN,2005
TUR,75193,PHL,2005
TTO,741,LCA,2005
TTO,100,VCT,2005
TTO,29463,VEN,2005
TTO,581,ATG,2010
TTO,4894,LCA,2010
TTO,25,LCA,2010
USA,104881,ALB,2015
USA,545586,DZA,2015
USA,1626897,AGO,2015
USA,1639556,AZE,2015
USA,110,AZE,2015
USA,13306141,ARG,2015
USA,984101,ARG,2015
URY,6523,ARG,2015
TZA,4811,AUS,2015
USA,72208480,AUS,2015
USA,9534084,AUS,2015
TZA,1144,AUT,2015
USA,12571081,AUT,2015
USA,1048363,AUT,2015
URY,12287,AUT,2015
USA,1181794,BHS,2015
USA,16135,BHS,2015
USA,680564,BHR,2015
USA,240616,BGD,2015
USA,364640,ARM,2015
UZB,1250,ARM,2015
TZA,421,BEL,2015
TZA,132809,BEL,2015
USA,11209042,BEL,2015
USA,5955443,BEL,2015
USA,588168,BMU,2015
USA,170780,BMU,2015
USA,588270,BOL,2015
URY,4426,BOL,2015
USA,151803,BIH,2015
USA,412,BIH,2015
USA,64595,BWA,2015
USA,10433,BWA,2015
USA,42253988,BRA,2015
USA,8188111,BRA,2015
URY,1228,BRA,2015
USA,501499,BLZ,2015
USA,11846,SLB,2015
USA,1438973,BRN,2015
USA,1718,BRN,2015
USA,337996,BGR,2015
USA,10169,BGR,2015
URY,274,BGR,2015
USA,2429,BDI,2015
USA,340200,BLR,2015
USA,100,BLR,2015
USA,47131,KHM,2015
USA,192131,CMR,2015
TZA,6327,CAN,2015
USA,304541098,CAN,2015
USA,75914994,CAN,2015
USA,2624,CPV,2015
USA,689483,LKA,2015
USA,11113,LKA,2015
USA,40179348,CHL,2015
USA,1306217,CHL,2015
URY,1743,CHL,2015
URY,5497,CHL,2015
TZA,4645095,CHN,2015
USA,195077117,CHN,2015
USA,2589315213,CHN,2015
URY,2261094,CHN,2015
UZB,2087407,CHN,2015
USA,9162193,COL,2015
USA,706586,COL,2015
URY,1664,COL,2015
USA,14954714,CRI,2015
USA,383914,CRI,2015
USA,275651,HRV,2015
USA,963,HRV,2015
TZA,251,CYP,2015
USA,84437,CYP,2015
USA,3633,CYP,2015
TZA,769110,CZE,2015
USA,14168720,CZE,2015
USA,9564326,CZE,2015
UZB,8123,CZE,2015
USA,41594,BEN,2015
TZA,11287,DNK,2015
USA,6262638,DNK,2015
USA,6124782,DNK,2015
URY,258,DNK,2015
UZB,1166,DNK,2015
USA,1680825,DOM,2015
USA,27133,DOM,2015
URY,71,DOM,2015
USA,6155529,ECU,2015
USA,1428908,ECU,2015
USA,4745190,SLV,2015
USA,71699,SLV,2015
URY,2295,SLV,2015
USA,1177550,ETH,2015
USA,235,ETH,2015
USA,545743,EST,2015
USA,183840,EST,2015
UZB,217607,EST,2015
USA,19264,FJI,2015
USA,2095,FJI,2015
TZA,31091,FIN,2015
USA,8517633,FIN,2015
USA,723588,FIN,2015
URY,20434,FIN,2015
UZB,9,FIN,2015
TZA,1642,FRA,2015
TZA,15855,FRA,2015
USA,50063460,FRA,2015
USA,12291266,FRA,2015
URY,1113,FRA,2015
URY,43124,FRA,2015
UZB,11198,FRA,2015
USA,160779,PYF,2015
USA,4188,PYF,2015
USA,42798,GEO,2015
USA,80,GEO,2015
USA,128310,PSE,2015
TZA,3210,DEU,2015
TZA,282966,DEU,2015
USA,217090937,DEU,2015
USA,21495255,DEU,2015
URY,368,DEU,2015
URY,55342,DEU,2015
UZB,26956,DEU,2015
UZB,760497,DEU,2015
USA,243534,GRC,2015
USA,139259,GRC,2015
USA,9146991,GTM,2015
USA,36897,GTM,2015
USA,99,GIN,2015
TZA,351030,HKG,2015
USA,59965561,HKG,2015
USA,260491268,HKG,2015
URY,320100,HKG,2015
UZB,661492,HKG,2015
TZA,60,HUN,2015
USA,40947505,HUN,2015
USA,56000859,HUN,2015
USA,2385446,ISL,2015
USA,8976,ISL,2015
USA,18219936,IDN,2015
USA,223312,IDN,2015
TZA,719860,IRL,2015
USA,49694434,IRL,2015
USA,74010852,IRL,2015
URY,2069,IRL,2015
URY,336738,IRL,2015
UZB,35973,IRL,2015
TZA,8000,ISR,2015
USA,70373000,ISR,2015
USA,65442000,ISR,2015
UZB,8000,ISR,2015
UZB,117000,ISR,2015
USA,3905760,ITA,2015
USA,1763679,ITA,2015
URY,63836,ITA,2015
URY,60092,ITA,2015
USA,242226,CIV,2015
USA,2531429,JAM,2015
USA,14678,JAM,2015
USA,82471836,JPN,2015
USA,153921504,JPN,2015
URY,5099,JPN,2015
USA,968982,KAZ,2015
USA,2917,KAZ,2015
USA,313403,JOR,2015
USA,109382268,KOR,2015
USA,709619892,KOR,2015
URY,6746,KOR,2015
UZB,3609,KOR,2015
UZB,8605,KOR,2015
USA,899081,KWT,2015
USA,183219,KGZ,2015
USA,38652,LVA,2015
UZB,206,LVA,2015
TZA,30,LTU,2015
USA,40878,LTU,2015
USA,6133,LTU,2015
UZB,10586,LTU,2015
TZA,1054,LUX,2015
USA,4049307,LUX,2015
USA,20470,LUX,2015
URY,50,LUX,2015
USA,27109,MAC,2015
USA,13384,MDG,2015
USA,1122,MDG,2015
TZA,1653,MWI,2015
USA,81024,MWI,2015
USA,8624,MWI,2015
USA,36078712,MYS,2015
USA,400735125,MYS,2015
USA,441701,MDV,2015
USA,47885,MLT,2015
USA,4418,MLT,2015
TZA,5784,MUS,2015
USA,223314,MUS,2015
USA,218,MUS,2015
TZA,1799,MEX,2015
TZA,7188,MEX,2015
USA,224236887,MEX,2015
USA,1545971151,MEX,2015
URY,743818,MEX,2015
TZA,592425,,2015
USA,22515589,,2015
USA,208196180,,2015
URY,307887,,2015
UZB,332119,,2015
USA,91797,MNG,2015
USA,1020,MNG,2015
USA,24045,MDA,2015
USA,6167,MDA,2015
USA,116426,MNE,2015
USA,343,MNE,2015
USA,998577,MAR,2015
USA,1571,MAR,2015
USA,466196,OMN,2015
USA,50065,OMN,2015
USA,151749,NPL,2015
TZA,59885,NLD,2015
TZA,1624508,NLD,2015
USA,137088996,NLD,2015
USA,54278654,NLD,2015
URY,13765,NLD,2015
URY,3626,NLD,2015
UZB,51024,NLD,2015
UZB,61723,NLD,2015
USA,776864,ABW,2015
TZA,40070,NZL,2015
USA,8468593,NZL,2015
USA,593060,NZL,2015
USA,204861,NIC,2015
USA,6247,NIC,2015
USA,76568,NER,2015
TZA,1066,NOR,2015
USA,3558343,NOR,2015
USA,509066,NOR,2015
USA,69545,PLW,2015
USA,1495175,PAK,2015
USA,13202,PAK,2015
USA,3209116,PAN,2015
USA,15611374,PRY,2015
USA,49902,PRY,2015
URY,730,PRY,2015
USA,4667099,PER,2015
USA,1010554,PER,2015
URY,325,PER,2015
TZA,3715,POL,2015
USA,17127936,POL,2015
USA,6123609,POL,2015
UZB,12832,POL,2015
USA,263210,PRT,2015
USA,110697,PRT,2015
URY,42368,PRT,2015
USA,10883885,QAT,2015
USA,12304,QAT,2015
TZA,7509,ROU,2015
USA,438291,ROU,2015
USA,37638,ROU,2015
USA,24361208,RUS,2015
USA,47723,RUS,2015
UZB,24774,RUS,2015
TZA,7950,RWA,2015
USA,132336,RWA,2015
USA,20360292,SAU,2015
USA,37416,SEN,2015
USA,751088,SRB,2015
USA,3255884,SRB,2015
TZA,5486,IND,2015
USA,32458551,IND,2015
USA,7726033,IND,2015
TZA,2190,SGP,2015
TZA,9793,SGP,2015
USA,107258366,SGP,2015
USA,323929273,SGP,2015
URY,495,SGP,2015
URY,12574,SGP,2015
UZB,20256,SGP,2015
USA,1745216,SVK,2015
USA,117269,SVK,2015
UZB,9976,SVK,2015
TZA,23868,VNM,2015
USA,6962372,VNM,2015
USA,50756637,VNM,2015
USA,896957,SVN,2015
USA,160791,SVN,2015
TZA,719,ZAF,2015
TZA,214728,ZAF,2015
USA,9555454,ZAF,2015
USA,159453,ZAF,2015
URY,1275,ZAF,2015
USA,46032,ZWE,2015
TZA,22,ESP,2015
USA,12683769,ESP,2015
USA,3516196,ESP,2015
URY,499,ESP,2015
URY,4729,ESP,2015
TZA,26803,SWE,2015
USA,3249940,SWE,2015
USA,2007474,SWE,2015
URY,237,SWE,2015
TZA,51,CHE,2015
TZA,10,CHE,2015
USA,35401538,CHE,2015
USA,2034148,CHE,2015
URY,103,CHE,2015
URY,1,CHE,2015
TZA,107,THA,2015
TZA,15288,THA,2015
USA,9740264,THA,2015
USA,3236018471,THA,2015
URY,5793,THA,2015
TZA,120,ARE,2015
USA,15732561,ARE,2015
USA,106230,ARE,2015
UZB,2018009,ARE,2015
USA,466548,TUN,2015
USA,748,TUN,2015
TZA,380,TUR,2015
USA,11599547,TUR,2015
USA,109004,TUR,2015
URY,134,TUR,2015
UZB,5400,TUR,2015
TZA,1475,UGA,2015
USA,127338,UGA,2015
USA,375513,UKR,2015
USA,277,UKR,2015
USA,104559,MKD,2015
USA,354,MKD,2015
USA,149560,EGY,2015
TZA,2961,GBR,2015
TZA,123941,GBR,2015
USA,113499737,GBR,2015
USA,137486519,GBR,2015
URY,69955,GBR,2015
USA,393708,TZA,2015
TZA,369099,USA,2015
URY,9437409,USA,2015
UZB,31657,USA,2015
USA,491,BFA,2015
USA,4800187,URY,2015
USA,89753,URY,2015
USA,648,WSM,2015
USA,21796,YEM,2015
USA,347131,ZMB,2015
USA,214869,ALB,2010
USA,499684,DZA,2010
URY,2384,DZA,2010
USA,1988805,AGO,2010
USA,299151,AZE,2010
USA,11343912,ARG,2010
USA,2172371,ARG,2010
URY,43129,ARG,2010
TZA,70,AUS,2010
USA,84272008,AUS,2010
USA,5198611,AUS,2010
TZA,2077,AUT,2010
USA,43444459,AUT,2010
USA,1189733,AUT,2010
URY,197,AUT,2010
UZB,84961,AUT,2010
USA,817401,BHS,2010
USA,92260,BHR,2010
TZA,2456,BGD,2010
USA,459936,BGD,2010
USA,25284,BGD,2010
USA,325369,ARM,2010
TZA,28550,BEL,2010
TZA,2823,BEL,2010
USA,13925123,BEL,2010
USA,4461001,BEL,2010
URY,267,BEL,2010
URY,1067,BEL,2010
UZB,50,BEL,2010
UZB,331,BEL,2010
USA,544617,BMU,2010
USA,9783,BTN,2010
USA,706987,BOL,2010
USA,657086,BIH,2010
USA,1039,BIH,2010
USA,60360210,BRA,2010
USA,6542225,BRA,2010
URY,4382,BRA,2010
USA,660014,BLZ,2010
USA,274429,BGR,2010
USA,247,BGR,2010
USA,18983,MMR,2010
USA,778200,BLR,2010
USA,1100,BLR,2010
USA,9529,KHM,2010
TZA,7832,CAN,2010
USA,378027854,CAN,2010
USA,78569030,CAN,2010
URY,1957,CAN,2010
URY,58679,CAN,2010
USA,2122,CPV,2010
USA,38204,LKA,2010
USA,46378784,CHL,2010
USA,2029967,CHL,2010
URY,6263,CHL,2010
URY,51193,CHL,2010
TZA,344648,CHN,2010
USA,377287789,CHN,2010
USA,3954946921,CHN,2010
URY,100783,CHN,2010
UZB,79831,CHN,2010
USA,11895787,COL,2010
USA,689010,COL,2010
URY,4068,COL,2010
URY,5093,COL,2010
USA,13983811,CRI,2010
USA,131003,CRI,2010
TZA,619,HRV,2010
USA,2365434,HRV,2010
USA,1856,HRV,2010
USA,448538,CYP,2010
USA,3630,CYP,2010
TZA,824,CZE,2010
USA,15187960,CZE,2010
USA,5054778,CZE,2010
URY,291,CZE,2010
UZB,137958,CZE,2010
USA,5897332,DNK,2010
USA,4572234,DNK,2010
URY,2521,DNK,2010
USA,30764,DMA,2010
USA,1907314,DOM,2010
USA,7093,DOM,2010
USA,22089400,ECU,2010
USA,7403,ECU,2010
URY,951,ECU,2010
URY,432,ECU,2010
USA,4317344,SLV,2010
USA,150028,SLV,2010
URY,1083,SLV,2010
USA,35016,ETH,2010
USA,656223,EST,2010
USA,7079,FJI,2010
TZA,4626,FIN,2010
USA,8936318,FIN,2010
USA,495300,FIN,2010
URY,9581,FIN,2010
TZA,99417,FRA,2010
USA,81484993,FRA,2010
USA,13500836,FRA,2010
URY,3977,FRA,2010
UZB,5302,FRA,2010
USA,960183,PYF,2010
USA,1108,PYF,2010
USA,221017,GEO,2010
UZB,3385,GEO,2010
USA,208114,PSE,2010
TZA,76851,DEU,2010
USA,262130284,DEU,2010
USA,28674685,DEU,2010
URY,1325,DEU,2010
UZB,1234915,DEU,2010
TZA,164,GHA,2010
USA,627845,GHA,2010
USA,722184,GRC,2010
USA,32541,GRC,2010
USA,41818,GRL,2010
USA,8654511,GTM,2010
USA,41406,GTM,2010
URY,1595,GTM,2010
USA,24656,GUY,2010
USA,2997,GUY,2010
USA,2679860,HND,2010
USA,4135,HND,2010
TZA,12863,HKG,2010
USA,97722432,HKG,2010
USA,263725951,HKG,2010
URY,16055,HKG,2010
TZA,24000,HUN,2010
USA,34654000,HUN,2010
USA,230483000,HUN,2010
UZB,45000,HUN,2010
TZA,144,ISL,2010
USA,1809003,ISL,2010
USA,249,ISL,2010
USA,8354485,IDN,2010
USA,3029223,IDN,2010
TZA,100294,IRL,2010
USA,66610133,IRL,2010
USA,12991059,IRL,2010
URY,57504,IRL,2010
URY,233716,IRL,2010
USA,53277000,ISR,2010
USA,3580000,ISR,2010
USA,6737222,ITA,2010
USA,8066070,ITA,2010
URY,3726,ITA,2010
USA,95922,CIV,2010
USA,1886066,JAM,2010
USA,29872,JAM,2010
USA,127768153,JPN,2010
USA,183621005,JPN,2010
USA,2538502,KAZ,2010
USA,3029,KAZ,2010
USA,801140,JOR,2010
TZA,641866,KEN,2010
USA,427348,KEN,2010
TZA,65923,KOR,2010
USA,94083768,KOR,2010
USA,221373974,KOR,2010
URY,511737,KOR,2010
UZB,5466,KOR,2010
UZB,567692,KOR,2010
USA,1298129,KWT,2010
USA,607,KWT,2010
USA,59151,KGZ,2010
USA,208259,LBN,2010
USA,80518,LVA,2010
USA,102,LVA,2010
USA,17847,LTU,2010
USA,1449,LTU,2010
USA,3475109,LUX,2010
USA,15893,LUX,2010
UZB,256,LUX,2010
USA,158868,MAC,2010
USA,176407,MDG,2010
TZA,947,MWI,2010
TZA,54,MWI,2010
USA,166415,MWI,2010
USA,405,MWI,2010
USA,86923443,MYS,2010
USA,906039202,MYS,2010
USA,372593,MDV,2010
USA,20087,MLI,2010
USA,172557,MLT,2010
USA,11888,MLT,2010
USA,76535,MUS,2010
TZA,1800,MEX,2010
TZA,3900,MEX,2010
USA,193185082,MEX,2010
USA,784310422,MEX,2010
URY,600,MEX,2010
URY,121888,MEX,2010
TZA,294114,,2010
USA,33188488,,2010
USA,246732554,,2010
URY,239705,,2010
UZB,48972,,2010
USA,37531,MDA,2010
USA,226318,MNE,2010
USA,19937,NAM,2010
USA,328,NAM,2010
USA,287,NPL,2010
TZA,10606,NLD,2010
TZA,1407219,NLD,2010
USA,137156098,NLD,2010
USA,55787422,NLD,2010
UZB,23864,NLD,2010
UZB,679073,NLD,2010
USA,259613,ABW,2010
USA,7940,ABW,2010
USA,331946,NCL,2010
USA,12194474,NZL,2010
USA,525928,NZL,2010
USA,206837,NIC,2010
USA,5123,NIC,2010
USA,6688,NER,2010
USA,1310550,NGA,2010
TZA,17987,NOR,2010
USA,12338811,NOR,2010
USA,220384,NOR,2010
USA,6235258,PAK,2010
USA,20736,PAK,2010
USA,6389742,PAN,2010
USA,110366,PAN,2010
URY,2373,PAN,2010
URY,24524,PAN,2010
USA,1446193,PRY,2010
USA,193815,PRY,2010
URY,2628,PRY,2010
URY,300,PRY,2010
USA,2551318,PER,2010
USA,1158682,PER,2010
URY,14364,PER,2010
TZA,223,POL,2010
USA,29606654,POL,2010
USA,6735018,POL,2010
USA,632160,PRT,2010
USA,136703,PRT,2010
USA,256399,ROU,2010
USA,1109854,ROU,2010
USA,9008366,RUS,2010
USA,6475,RUS,2010
UZB,14020,RUS,2010
TZA,52,RWA,2010
USA,18633,RWA,2010
USA,99844,KNA,2010
USA,254966,VCT,2010
USA,111,VCT,2010
USA,8643211,SAU,2010
USA,32992,SEN,2010
USA,1275386,SRB,2010
USA,12833,SRB,2010
TZA,19906,IND,2010
USA,45657434,IND,2010
USA,11845287,IND,2010
TZA,106,SGP,2010
TZA,17892,SGP,2010
USA,99106648,SGP,2010
USA,1539965996,SGP,2010
URY,40364,SGP,2010
USA,1184970,SVK,2010
USA,9416,SVK,2010
USA,27470600,VNM,2010
USA,6481592,VNM,2010
USA,1957063,SVN,2010
USA,11896,SVN,2010
TZA,7156,ZAF,2010
TZA,113122,ZAF,2010
USA,11926483,ZAF,2010
USA,34433,ZAF,2010
USA,84479,ZWE,2010
USA,900,ZWE,2010
USA,18685473,ESP,2010
USA,161092,ESP,2010
URY,9967,ESP,2010
USA,280607,SUR,2010
USA,1750,SUR,2010
TZA,139,SWE,2010
USA,3384063,SWE,2010
USA,1193096,SWE,2010
UZB,149207,SWE,2010
USA,20584496,CHE,2010
USA,1348900,CHE,2010
URY,117,CHE,2010
URY,181,CHE,2010
USA,69949,SYR,2010
USA,17545635,THA,2010
USA,2095024460,THA,2010
USA,272,TON,2010
USA,1852978,TTO,2010
USA,11988,TTO,2010
USA,1078501,TUN,2010
USA,14040489,TUR,2010
USA,293401,TUR,2010
UZB,100,TUR,2010
TZA,61277,UGA,2010
USA,186244,UGA,2010
USA,346768,MKD,2010
USA,3090,MKD,2010
USA,453846,EGY,2010
TZA,33669,GBR,2010
USA,145748465,GBR,2010
USA,36572541,GBR,2010
URY,18356,GBR,2010
URY,1802,GBR,2010
UZB,1785,GBR,2010
USA,101029,TZA,2010
TZA,124202,USA,2010
URY,5880676,USA,2010
UZB,42098,USA,2010
USA,8988,BFA,2010
USA,2889273,URY,2010
USA,24938,URY,2010
USA,342,WSM,2010
USA,222672,YEM,2010
TZA,230,ZMB,2010
USA,85804,ZMB,2010
USA,73526,ATG,2015
USA,114876,GUY,2015
USA,263749,MOZ,2015
USA,3319,MOZ,2015
USA,132069,VCT,2015
USA,30752,SYC,2015
USA,4081887,TTO,2015
USA,8228,TTO,2015
USA,7172,ALB,2005
USA,2548335,DZA,2005
USA,634760,AZE,2005
USA,49,AZE,2005
USA,100228963,ARG,2005
USA,1829611,ARG,2005
URY,147947,ARG,2005
URY,13195,ARG,2005
TZA,87,AUS,2005
USA,100889811,AUS,2005
USA,8478089,AUS,2005
TZA,3812,AUT,2005
TZA,1872,AUT,2005
USA,26443156,AUT,2005
USA,6752953,AUT,2005
UZB,594,AUT,2005
USA,315485,BHS,2005
USA,132768,BHR,2005
USA,594377,BGD,2005
USA,290327,ARM,2005
USA,711887,BRB,2005
USA,9464,BRB,2005
USA,920660,BRB,2010
USA,75611,BRB,2010
URY,1297,BRB,2010
USA,916954,BRB,2015
USA,3737,BRB,2015
TZA,60978,BEL,2005
USA,7920236,BEL,2005
USA,12942829,BEL,2005
USA,667775,BOL,2005
USA,41840,BOL,2005
USA,743079,BIH,2005
USA,6323,BIH,2005
USA,28824,BWA,2010
USA,139,BWA,2010
USA,71114926,BRA,2005
USA,13944075,BRA,2005
URY,50306,BRA,2005
URY,4945,BRA,2005
USA,296496,BLZ,2005
USA,1430828,BGR,2005
USA,25538,BGR,2005
UZB,295,BGR,2005
USA,496100,BLR,2005
USA,2900,BLR,2005
USA,4321,KHM,2005
USA,9089,CMR,2005
USA,207080,CMR,2010
TZA,23568,CAN,2005
USA,278057307,CAN,2005
USA,79808752,CAN,2005
URY,26848,CAN,2005
USA,78483,LKA,2005
USA,55927525,CHL,2005
USA,1555810,CHL,2005
URY,4276,CHL,2005
USA,261900411,CHN,2005
USA,1995935928,CHN,2005
URY,257378,CHN,2005
UZB,165325,CHN,2005
USA,12260282,COL,2005
USA,1482337,COL,2005
URY,1615,COL,2005
URY,600,COL,2005
TZA,6470,COM,2010
USA,4472,MYT,2005
USA,9624,COG,2010
USA,13136621,CRI,2005
USA,67438,CRI,2005
URY,6597,CRI,2005
USA,4964187,HRV,2005
USA,113678,HRV,2005
USA,627,CUB,2005
TZA,37224,CYP,2005
USA,267491,CYP,2005
USA,467,CYP,2005
USA,10671740,CZE,2005
USA,2702907,CZE,2005
UZB,2119,CZE,2005
USA,5817,BEN,2010
TZA,8726,DNK,2005
USA,18140742,DNK,2005
USA,7939484,DNK,2005
URY,8,DNK,2005
USA,23218703,ECU,2005
USA,125772,ECU,2005
URY,4930,ECU,2005
USA,6922402,SLV,2005
USA,162262,SLV,2005
USA,118290,ETH,2005
USA,412360,EST,2005
USA,2111284,EST,2005
USA,55835,FRO,2005
USA,7501,FJI,2005
TZA,8325,FIN,2005
USA,14413121,FIN,2005
USA,454390,FIN,2005
TZA,13687,FRA,2005
TZA,13687,FRA,2005
USA,196226824,FRA,2005
USA,16242338,FRA,2005
URY,8710,FRA,2005
URY,39816,FRA,2005
UZB,1066316,FRA,2005
USA,1230012,PYF,2005
USA,40881,GAB,2005
USA,158749,GEO,2005
TZA,2000,DEU,2005
TZA,143000,DEU,2005
USA,317139000,DEU,2005
USA,30948000,DEU,2005
URY,3000,DEU,2005
UZB,288000,DEU,2005
USA,268169,GHA,2005
USA,1508,GHA,2005
USA,2442951,GRC,2005
USA,1813,GRC,2005
USA,6261457,GTM,2005
USA,38894,GUY,2005
USA,7330663,HND,2005
USA,296,HND,2005
URY,4132,HND,2005
USA,154615450,HKG,2005
USA,148303963,HKG,2005
URY,11146,HKG,2005
USA,33430000,HUN,2005
USA,358681000,HUN,2005
URY,110000,HUN,2005
UZB,7000,HUN,2005
USA,3947966,ISL,2005
USA,14606,ISL,2005
USA,55206674,IRL,2005
USA,20986291,IRL,2005
UZB,80769,IRL,2005
USA,36669000,ISR,2005
USA,23153367,ITA,2005
USA,10358952,ITA,2005
URY,39327,ITA,2005
USA,87699,CIV,2005
USA,4107513,JAM,2005
USA,3593,JAM,2005
USA,254603605,JPN,2005
USA,386696342,JPN,2005
URY,3289,JPN,2005
USA,1054340,KAZ,2005
UZB,7,KAZ,2005
USA,457057,JOR,2005
TZA,22311,KEN,2005
TZA,870,KEN,2005
USA,149658,KEN,2005
USA,102785632,KOR,2005
USA,253789796,KOR,2005
URY,687002,KOR,2005
UZB,69497,KOR,2005
UZB,1939230,KOR,2005
USA,6069,KGZ,2005
USA,570000,LBN,2005
USA,558589,LVA,2005
USA,4287,LVA,2005
UZB,14997,LVA,2005
USA,193474,LBY,2010
USA,43943,LTU,2005
USA,10630,LTU,2005
USA,681531,LUX,2005
USA,39347,LUX,2005
USA,292093,MAC,2005
USA,80636,MDG,2005
USA,23274,MWI,2005
USA,108051046,MYS,2005
USA,719836197,MYS,2005
USA,124163,MDV,2005
USA,91304,MLI,2005
USA,363465,MLT,2005
USA,7600,MLT,2005
USA,60153,MUS,2005
USA,4054,MUS,2005
USA,153820038,MEX,2005
USA,671034445,MEX,2005
URY,255023,MEX,2005
USA,49677222,,2005
USA,111486422,,2005
URY,3740,,2005
UZB,1837,,2005
USA,15381,MNG,2005
USA,25330,MDA,2005
USA,8146,MSR,2005
USA,101,MSR,2010
USA,1531940,MAR,2005
USA,302,MAR,2005
USA,1533933,MAR,2010
USA,21614,MOZ,2005
USA,1844,MOZ,2005
USA,61612,MOZ,2010
USA,2863,OMN,2005
USA,650,OMN,2005
USA,1112421,OMN,2010
USA,2482,NAM,2005
TZA,6216,NLD,2005
TZA,578305,NLD,2005
USA,281668750,NLD,2005
USA,74579014,NLD,2005
URY,2487,NLD,2005
UZB,2486,NLD,2005
UZB,170382,NLD,2005
USA,1050694,ANT,2005
USA,30,ANT,2005
URY,398,ANT,2005
USA,657810,NCL,2005
USA,267,NCL,2005
USA,2163,VUT,2010
USA,16314532,NZL,2005
USA,436897,NZL,2005
USA,1007200,NIC,2005
USA,13330,NIC,2005
USA,718,NER,2005
TZA,8696,NOR,2005
USA,16070535,NOR,2005
USA,3748278,NOR,2005
USA,24003,FSM,2005
USA,94679,FSM,2010
USA,38271,PLW,2010
USA,1413842,PAK,2005
