National Health Expenditure (NHE) Amounts by Type of Expenditure and Source of Funds: Calendar Years 1960-2025 in PROJECTIONS format,,,,,,,,,,,,,,,,,,,,,,,,,
The projections are based on the 2015 version of the NHE released in December 2016.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LEVELS in $Millions,,,,,,,,,,,,,,,,,,,,,,,,,
First projected year is 2016,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,Projections_Vintage,Historical_or_Projected_Data,YEAR,TOTAL,OUT_OF_POCKET,TOTAL_HEALTH_INSURANCE,PRIVATE_HEALTH_INSURANCE,MEDICARE,MEDICAID,OTHER_HEALTH_INSURANCE,OTHER_THIRD_PARTY,YEAR,,,,,,,,,,,,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1969,5149,4362,703,399,0,300,5,83,1969,5149,399,518.3,518300,0.009934401,0.000769824,0.258675079,,0.09809322,,0.993440093,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1970,5497,4531,907,484,0,417,6,59,1970,5497,484,551.6,551600,0.009965555,0.000877447,0.213032581,,0.064248505,,0.996555475,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1971,5877,4752,1061,558,0,495,8,65,1971,5877,558,584.5,584500,0.010054748,0.000954662,0.152892562,,0.05964467,,1.005474765,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1972,6324,5035,1217,643,0,563,10,73,1972,6324,643,638.8,638800,0.009899812,0.001006575,0.152329749,,0.092899914,,0.989981215,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1973,6817,5341,1396,742,0,644,11,80,1973,6817,742,708.8,708800,0.009617664,0.00104684,0.153965785,,0.109580463,,0.961766366,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1974,7422,5724,1608,855,0,739,13,90,1974,7422,855,772.3,772300,0.009610255,0.001107083,0.152291105,,0.089588036,,0.961025508,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1975,8052,6093,1856,967,0,871,18,104,1975,8052,967,814.8,814800,0.00988218,0.001186794,0.130994152,,0.055030429,,0.988217968,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1976,8722,6519,2087,1097,0,969,21,115,1976,8722,1097,899.7,899700,0.009694343,0.001219295,0.134436401,,0.104197349,,0.969434256,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1977,9196,6813,2261,1202,0,1036,22,122,1977,9196,1202,994.2,994200,0.009249648,0.001209012,0.095715588,,0.105035012,,0.924964796,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1978,9891,7200,2563,1433,0,1107,23,128,1978,9891,1433,1120.6,1120600,0.008826522,0.001278779,0.1921797,,0.127137397,,0.882652151,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1979,10744,7575,2991,1731,0,1236,24,179,1979,10744,1731,1253.3,1253300,0.008572568,0.001381154,0.207955338,,0.118418704,,0.857256842,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1980,12049,8592,3242,1810,0,1408,24,215,1980,12049,1810,1373.4,1373400,0.008773118,0.001317897,0.045638359,,0.095827017,,0.877311781,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1981,13398,8983,4170,2534,0,1611,26,245,1981,13398,2534,1511.4,1511400,0.008864629,0.001676591,0.4,,0.100480559,,0.886462882,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1982,15029,10440,4312,2610,0,1669,32,277,1982,15029,2610,1587.5,1587500,0.009467087,0.001644094,0.029992107,,0.050350668,,0.946708661,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1983,17323,11446,5556,3614,0,1907,34,321,1983,17323,3614,1677.5,1677500,0.010326677,0.002154396,0.38467433,,0.056692913,,1.03266766,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1984,19617,12731,6504,4244,2,2219,39,382,1984,19617,4244,1844.9,1844900,0.010633097,0.002300396,0.174322081,,0.099791356,,1.063309664,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1985,21795,13855,7443,5047,21,2332,44,497,1985,21795,5047,1982.6,1982600,0.01099314,0.002545647,0.189208294,,0.074638192,,1.099314032,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1986,24290,15744,7914,4836,44,2986,48,633,1986,24290,4836,2102.3,2102300,0.011554012,0.002300338,-0.041807014,,0.060375265,,1.155401227,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1987,26888,16692,9482,5957,75,3396,54,715,1987,26888,5957,2256.3,2256300,0.011916855,0.002640163,0.231803143,,0.073253104,,1.191685503,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1988,30646,18694,11110,7126,102,3814,67,842,1988,30646,7126,2439.8,2439800,0.012560866,0.002920731,0.196239718,,0.081327838,,1.256086564,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1989,34757,20581,13159,8862,139,4083,75,1017,1989,34757,8862,2583.1,2583100,0.013455538,0.003430761,0.243614931,,0.058734322,,1.345553792,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1990,40290,22867,16217,10860,185,5077,94,1206,1990,40290,10860,2741.2,2741200,0.014697943,0.003961769,0.225457007,,0.061205528,,1.469794251,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1991,44381,23553,19595,13212,231,6043,108,1233,1991,44381,13212,2814.5,2814500,0.015768698,0.004694262,0.216574586,,0.026740114,,1.576869781,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1992,46972,23661,22056,14755,293,6883,125,1256,1992,46972,14755,2965.5,2965500,0.015839487,0.004975552,0.116787769,,0.053650737,,1.583948744,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1993,49551,23835,24481,16230,372,7721,158,1235,1993,49551,16230,3079.3,3079300,0.016091644,0.005270678,0.099966113,,0.038374642,,1.60916442,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1994,53019,23176,28539,19209,496,8627,206,1304,1994,53019,19209,3236.6,3236600,0.016381079,0.005934932,0.183548983,,0.051083038,,1.638107891,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1995,59766,23201,35202,24481,722,9700,299,1364,1995,59766,24481,3418.0,3418000,0.017485664,0.007162376,0.274454683,,0.056046469,,1.748566413,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1996,68084,24241,42431,30114,1011,10824,482,1412,1996,68084,30114,3616.5,3616500,0.018825937,0.008326835,0.23009681,,0.058074898,,1.882593668,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1997,77636,25709,50408,36210,1259,12222,717,1519,1997,77636,36210,3876.8,3876800,0.020025794,0.009340177,0.202430763,,0.071975667,,2.002579447,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1998,88496,27519,59252,42647,1561,14031,1013,1725,1998,88496,42647,4181.6,4181600,0.021163191,0.010198728,0.177768572,,0.078621544,,2.116319112,,
Prescription Drug Expenditures,2/15/2017,Historical,Y1999,104564,30481,72150,52074,1919,16647,1510,1933,1999,104564,52074,4458.0,4458000,0.023455361,0.011681023,0.221047201,,0.066099101,,2.345536115,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2000,121028,33648,85091,61108,2096,19771,2117,2288,2000,121028,61108,4825.9,4825900,0.025078845,0.012662509,0.173483888,,0.082525796,,2.50788454,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2001,139000,36350,99920,71157,2448,23375,2940,2729,2001,139000,71157,4954.4,4954400,0.02805587,0.014362385,0.164446554,,0.026627158,,2.805586953,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2002,157915,40807,113998,79754,2473,27520,4251,3111,2002,157915,79754,4996.4,4996400,0.031605756,0.015962293,0.120817348,,0.008477313,,3.160575614,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2003,176659,45466,127614,87009,2470,32233,5901,3579,2003,176659,87009,5137.8,5137800,0.034384172,0.016935069,0.090967224,,0.028300376,,3.438417221,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2004,192827,48144,141006,95104,3372,35844,6686,3678,2004,192827,95104,5421.9,5421900,0.03556447,0.017540715,0.093036353,,0.055296041,,3.556447002,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2005,205143,51323,149956,102109,3931,36530,7386,3863,2005,205143,102109,5692.0,5692000,0.036040583,0.017939037,0.073656208,,0.049816485,,3.604058327,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2006,224078,51213,168863,101960,39638,19109,8156,4002,2006,224078,101960,6057.4,6057400,0.036992439,0.016832304,-0.001459225,,0.064195362,,3.6992439,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2007,235630,52158,179747,106859,45954,18334,8599,3724,2007,235630,106859,6395.2,6395200,0.036844821,0.016709251,0.048048254,,0.0557665,,3.684482112,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2008,241424,49615,188210,109684,50644,19226,8657,3599,2008,241424,109684,6531.9,6531900,0.036960762,0.016792051,0.026436706,,0.021375407,,3.69607618,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2009,252665,49068,200118,116095,54543,20340,9140,3478,2009,252665,116095,6251.4,6251400,0.040417347,0.01857104,0.058449728,,-0.042943095,,4.041734651,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2010,252982,45216,204402,115955,58946,20412,9090,3363,2010,252982,115955,6377.5,6377500,0.039667895,0.018181889,-0.001205909,,0.020171482,,3.966789494,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2011,258676,45246,210601,116948,63291,20953,9408,2829,2011,258676,116948,6633.2,6633200,0.038997166,0.017630706,0.008563667,,0.040094081,,3.899716577,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2012,259089,45071,211449,112839,67529,21591,9490,2569,2012,259089,112839,6930.3,6930300,0.037384962,0.016281979,-0.035135274,,0.044789845,,3.738496169,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2013,265089,43602,219090,113523,74057,22434,9075,2398,2013,265089,113523,7116.7,7116700,0.037248865,0.015951635,0.006061734,,0.026896383,,3.724886534,,
Prescription Drug Expenditures,2/15/2017,Historical,Y2014,297872,44823,251028,128198,84769,27955,10106,2021,2014,297872,128198,7476.3,7476300,0.039842168,0.017147252,0.129268959,,0.050529037,,3.984216792,,0.035
Prescription Drug Expenditures,2/15/2017,Historical,Y2015,324551,45540,277020,139765,94122,31764,11370,1992,2015,324551,139765,7854.8,7854800,0.041318811,0.017793578,0.090227617,,0.050626647,,4.131881143,,
Prescription Drug Expenditures,2/15/2017,Projected,Y2016,340686,45548,293129,146193,101038,34207,11691,2009,2016,340686,146193,8162.6,8162600,0.041737437,0.017910102,0.045991486,,0.03918623,,4.17374366,,
Prescription Drug Expenditures,2/15/2017,Projected,Y2017,360140,46503,311584,153444,109293,36386,12460,2052,2017,360140,153444,,8448291,0.04262874,0.018162727,0.049598818,30688.8,,4.262873994,,4.262873994,
Prescription Drug Expenditures,2/15/2017,Projected,Y2018,387379,48177,337078,164761,120601,38608,13108,2124,2018,387379,164761,,8743981.185,0.04430236,,0.073753291,32952.2,,0.376855797,,4.430235974,
Prescription Drug Expenditures,2/15/2017,Projected,Y2019,412329,50256,359875,175417,129413,41253,13791,2198,2019,412329,175417,,9050020.526,0.045561112,,0.0646755,35083.4,,0.387660999,,4.556111213,
Prescription Drug Expenditures,2/15/2017,Projected,Y2020,438171,53166,382718,183852,140323,44026,14518,2287,2020,438171,183852,,9366771.245,0.0467793,,0.048085419,36770.4,,0.392562165,,4.677929978,
Prescription Drug Expenditures,2/15/2017,Projected,Y2021,465797,55645,407767,194116,151472,46909,15271,2384,2021,465797,194116,,9694608.238,0.048047016,,0.055827513,38823.2,,0.400461773,,4.804701629,
Prescription Drug Expenditures,2/15/2017,Projected,Y2022,495745,58137,435121,205316,163787,49957,16062,2488,2022,495745,205316,,10033919.53,0.049406914,,0.057697459,41063.2,,0.409243864,,4.940691409,
Prescription Drug Expenditures,2/15/2017,Projected,Y2023,527456,60767,464097,216972,177111,53191,16822,2592,2023,527456,216972,,10385106.71,0.050789656,,0.056771026,43394.4,,0.41785223,,5.078965626,
Prescription Drug Expenditures,2/15/2017,Projected,Y2024,561178,63645,494837,229295,191300,56625,17617,2697,2024,561178,229295,,10748585.45,0.052209475,,0.056795347,45859,,0.42665149,,5.220947471,
Prescription Drug Expenditures,2/15/2017,Projected,Y2025,597086,66751,527533,241919,206883,60285,18445,2802,2025,597086,241919,,11124785.94,0.053671684,,0.055055714,48383.8,,0.43491893,,5.367168442,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1960,740,686,40,40,0,0,0,15,1960,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1961,765,707,40,40,0,0,0,17,1961,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1962,910,843,49,49,0,0,0,18,1962,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1963,901,833,50,50,0,0,0,19,1963,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1964,1004,928,55,55,0,0,0,20,1964,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1965,1105,1021,62,62,0,0,0,22,1965,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1966,1242,1130,85,75,6,5,0,27,1966,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1967,1128,990,108,82,16,9,0,31,1967,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1968,1317,1149,130,91,21,18,0,37,1968,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1969,1512,1299,169,113,25,32,0,44,1969,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1970,1747,1503,197,133,28,35,0,48,1970,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1971,1799,1532,213,151,35,27,0,54,1971,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1972,2032,1721,254,186,42,26,0,57,1972,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1973,2247,1889,297,210,51,36,0,61,1973,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1974,2506,2062,374,252,71,51,0,71,1974,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1975,2801,2259,464,306,94,65,0,77,1975,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1976,2987,2390,516,334,115,68,0,80,1976,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1977,3205,2507,612,397,148,66,0,86,1977,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1978,3447,2629,724,459,198,67,0,93,1978,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1979,3781,2794,885,553,247,86,0,102,1979,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1980,4054,2964,984,568,326,90,0,105,1980,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1981,4330,3087,1137,572,447,118,0,106,1981,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1982,4570,3159,1300,566,573,160,0,111,1982,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1983,5250,3576,1547,619,748,181,0,127,1983,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1984,6142,4236,1758,708,865,185,0,148,1984,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1985,7056,4901,1980,790,973,217,0,175,1985,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1986,8067,5626,2236,873,1106,256,0,205,1986,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1987,9466,6654,2573,1002,1268,303,0,239,1987,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1988,11078,7834,2966,1226,1380,360,0,279,1988,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1989,11887,8184,3383,1343,1556,484,0,320,1989,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1990,13767,9494,3906,1523,1801,583,0,367,1990,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1991,13081,8579,4143,1391,2031,721,0,360,1991,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1992,13498,8543,4590,1357,2344,889,0,365,1992,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1993,14140,8669,5108,1449,2597,1062,0,363,1993,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1994,15318,9266,5688,1644,2769,1276,0,364,1994,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1995,15860,9081,6426,1731,3169,1526,0,354,1995,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1996,17432,10029,7036,1970,3411,1655,0,368,1996,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1997,19218,11110,7712,2261,3836,1615,0,396,1997,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1998,21358,12948,7975,2766,3644,1560,4,435,1998,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y1999,23022,13980,8565,3168,3750,1616,30,476,1999,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2000,25165,15094,9562,3620,4065,1835,43,509,2000,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2001,25135,14066,10554,3564,4479,2467,44,515,2001,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2002,27131,14638,11966,3911,5273,2709,73,527,2002,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2003,28512,14934,13053,4201,6021,2767,64,526,2003,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2004,30370,15935,13897,4713,6231,2896,58,538,2004,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2005,32364,16815,15017,5221,6435,3295,65,532,2005,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2006,34409,17487,16403,5694,6886,3761,62,519,2006,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2007,37073,18938,17579,6460,7017,4015,86,557,2007,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2008,37678,18195,18673,6494,7892,4202,85,810,2008,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2009,37813,18050,18955,6812,7488,4579,76,808,2009,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2010,39925,19524,19575,7071,7501,4916,88,826,2010,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2011,42259,21288,20114,7392,7521,5097,104,858,2011,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2012,43679,21978,20840,7312,8063,5345,119,861,2012,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2013,45062,23013,21165,7542,7773,5717,133,884,2013,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2014,46622,23084,22681,8257,7756,6545,124,857,2014,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Historical,Y2015,48458,23322,24287,8987,7852,7314,134,849,2015,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2016,50498,24288,25328,9608,7951,7638,131,882,2016,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2017,53003,25295,26772,10282,8253,8080,157,936,2017,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2018,55656,25992,28671,10906,8931,8667,167,992,2018,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2019,58682,26831,30797,11614,9653,9351,179,1054,2019,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2020,62401,28080,33201,12485,10440,10083,193,1120,2020,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2021,66560,29527,35841,13509,11279,10849,204,1192,2021,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2022,70939,30968,38705,14631,12198,11661,215,1265,2022,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2023,75335,32294,41701,15756,13190,12530,226,1340,2023,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2024,79805,33574,44817,16912,14206,13462,237,1415,2024,,,,,,,,,,,,,
Durable Medical Equipment Expenditures,2/15/2017,Projected,Y2025,84355,34837,48026,18116,15196,14465,249,1492,2025,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1960,811,603,0,0,0,0,0,207,1960,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1961,841,576,0,0,0,0,0,264,1961,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1962,876,524,0,0,0,0,0,351,1962,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1963,1009,589,0,0,0,0,0,420,1963,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1964,1168,662,0,0,0,0,0,506,1964,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1965,1408,787,9,1,0,0,7,613,1965,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1966,1732,1041,225,2,0,204,19,467,1966,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1967,2234,1048,852,3,190,628,31,334,1967,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1968,2851,1467,990,5,244,706,36,394,1968,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1969,3411,1778,1038,7,216,771,44,595,1969,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1970,4034,1984,1151,9,143,940,59,898,1970,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1971,4551,2121,1583,12,121,1367,84,847,1971,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1972,5227,2476,2336,17,120,2099,100,416,1972,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1973,5974,2846,2648,23,165,2338,122,481,1973,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1974,6928,2866,3520,28,200,3149,142,542,1974,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1975,8022,3171,4244,38,220,3810,176,607,1975,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1976,9057,3708,4669,54,260,4129,227,680,1976,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1977,10259,4307,5216,74,267,4646,228,737,1977,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1978,11845,4902,6079,103,268,5421,287,864,1978,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1979,13344,5315,7056,136,283,6327,310,973,1979,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1980,15270,6191,7918,192,307,7055,364,1161,1980,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1981,17336,6861,9147,260,337,8138,412,1328,1981,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1982,19478,8094,9791,374,367,8567,483,1593,1982,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1983,21676,9154,10668,517,392,9204,554,1854,1983,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1984,23713,9831,11814,682,423,10053,656,2068,1984,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1985,26199,10998,12811,938,454,10695,724,2390,1985,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1986,28642,11914,14053,1246,458,11538,811,2675,1986,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1987,30646,12169,15599,1570,499,12656,874,2879,1987,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1988,34225,13976,16802,1929,732,13223,918,3446,1988,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1989,38553,14848,19834,2176,2503,14229,926,3872,1989,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1990,44745,18010,21913,2783,1700,16433,997,4823,1990,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1991,49212,18347,25608,2970,1962,19563,1114,5257,1991,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1992,52848,18477,28686,3114,2888,21480,1204,5685,1992,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1993,55797,18376,31360,3213,3963,22838,1346,6062,1993,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1994,58385,17653,35206,4085,5603,24038,1481,5526,1994,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1995,64185,19576,38218,5482,6690,24516,1531,6392,1995,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1996,69235,19320,43449,6383,9475,25978,1613,6467,1996,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1997,74088,20642,46359,6705,11234,26803,1616,7088,1997,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1998,79106,24923,47789,7367,11401,27334,1688,6393,1998,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y1999,80605,25967,48089,7720,9460,29129,1780,6549,1999,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2000,85045,27127,52044,7454,10822,31882,1886,5874,2000,,,,,,,,,,,,,
